"record_id","month","day","year","AverageTemperatureFahr","AverageTemperatureUncertaintyFahr","City","country_id","Country","Latitude","Longitude"
474951,"12","01","1900",60.8306,33.602,"Auckland","NEW","New Zealand","36.17S","175.03E"
474952,"01","01","1901",63.3002,34.0106,"Auckland","NEW","New Zealand","36.17S","175.03E"
474953,"02","01","1901",64.0166,33.7388,"Auckland","NEW","New Zealand","36.17S","175.03E"
474954,"03","01","1901",63.1346,32.9126,"Auckland","NEW","New Zealand","36.17S","175.03E"
474955,"04","01","1901",61.2158,33.7154,"Auckland","NEW","New Zealand","36.17S","175.03E"
474956,"05","01","1901",56.6996,34.5362,"Auckland","NEW","New Zealand","36.17S","175.03E"
474957,"06","01","1901",56.5016,33.0782,"Auckland","NEW","New Zealand","36.17S","175.03E"
474958,"07","01","1901",52.2374,32.9918,"Auckland","NEW","New Zealand","36.17S","175.03E"
474959,"08","01","1901",52.6334,32.846,"Auckland","NEW","New Zealand","36.17S","175.03E"
474960,"09","01","1901",55.5188,32.936,"Auckland","NEW","New Zealand","36.17S","175.03E"
474961,"10","01","1901",56.5088,33.5264,"Auckland","NEW","New Zealand","36.17S","175.03E"
474962,"11","01","1901",57.9272,33.26,"Auckland","NEW","New Zealand","36.17S","175.03E"
474963,"12","01","1901",60.7568,33.6974,"Auckland","NEW","New Zealand","36.17S","175.03E"
474964,"01","01","1902",63.6782,34.9124,"Auckland","NEW","New Zealand","36.17S","175.03E"
474965,"02","01","1902",65.3342,33.5012,"Auckland","NEW","New Zealand","36.17S","175.03E"
474966,"03","01","1902",64.8788,33.341,"Auckland","NEW","New Zealand","36.17S","175.03E"
474967,"04","01","1902",60.5408,32.8028,"Auckland","NEW","New Zealand","36.17S","175.03E"
474968,"05","01","1902",55.9454,33.0116,"Auckland","NEW","New Zealand","36.17S","175.03E"
474969,"06","01","1902",54.4154,33.1196,"Auckland","NEW","New Zealand","36.17S","175.03E"
474970,"07","01","1902",51.2114,33.6686,"Auckland","NEW","New Zealand","36.17S","175.03E"
474971,"08","01","1902",51.4832,34.1672,"Auckland","NEW","New Zealand","36.17S","175.03E"
474972,"09","01","1902",51.4508,33.3914,"Auckland","NEW","New Zealand","36.17S","175.03E"
474973,"10","01","1902",53.996,32.8946,"Auckland","NEW","New Zealand","36.17S","175.03E"
474974,"11","01","1902",57.4736,33.9584,"Auckland","NEW","New Zealand","36.17S","175.03E"
474975,"12","01","1902",59.7794,33.224,"Auckland","NEW","New Zealand","36.17S","175.03E"
474976,"01","01","1903",61.9214,34.2194,"Auckland","NEW","New Zealand","36.17S","175.03E"
474977,"02","01","1903",64.7798,33.4472,"Auckland","NEW","New Zealand","36.17S","175.03E"
474978,"03","01","1903",63.455,32.9684,"Auckland","NEW","New Zealand","36.17S","175.03E"
474979,"04","01","1903",59.351,34.1078,"Auckland","NEW","New Zealand","36.17S","175.03E"
474980,"05","01","1903",56.939,32.873,"Auckland","NEW","New Zealand","36.17S","175.03E"
474981,"06","01","1903",53.7134,34.1294,"Auckland","NEW","New Zealand","36.17S","175.03E"
474982,"07","01","1903",53.015,33.1196,"Auckland","NEW","New Zealand","36.17S","175.03E"
474983,"08","01","1903",52.1906,33.7064,"Auckland","NEW","New Zealand","36.17S","175.03E"
474984,"09","01","1903",54.1328,33.5066,"Auckland","NEW","New Zealand","36.17S","175.03E"
474985,"10","01","1903",58.8254,33.3374,"Auckland","NEW","New Zealand","36.17S","175.03E"
474986,"11","01","1903",61.1024,33.1052,"Auckland","NEW","New Zealand","36.17S","175.03E"
474987,"12","01","1903",64.2344,33.2996,"Auckland","NEW","New Zealand","36.17S","175.03E"
474988,"01","01","1904",64.2776,35.6612,"Auckland","NEW","New Zealand","36.17S","175.03E"
474989,"02","01","1904",64.607,33.8666,"Auckland","NEW","New Zealand","36.17S","175.03E"
474990,"03","01","1904",63.6494,33.5822,"Auckland","NEW","New Zealand","36.17S","175.03E"
474991,"04","01","1904",60.1376,33.0062,"Auckland","NEW","New Zealand","36.17S","175.03E"
474992,"05","01","1904",56.7086,32.7686,"Auckland","NEW","New Zealand","36.17S","175.03E"
474993,"06","01","1904",53.8628,33.3698,"Auckland","NEW","New Zealand","36.17S","175.03E"
474994,"07","01","1904",52.9268,32.8388,"Auckland","NEW","New Zealand","36.17S","175.03E"
474995,"08","01","1904",52.5434,33.3698,"Auckland","NEW","New Zealand","36.17S","175.03E"
474996,"09","01","1904",53.7818,33.449,"Auckland","NEW","New Zealand","36.17S","175.03E"
474997,"10","01","1904",55.0958,33.2114,"Auckland","NEW","New Zealand","36.17S","175.03E"
474998,"11","01","1904",57.5834,34.0916,"Auckland","NEW","New Zealand","36.17S","175.03E"
474999,"12","01","1904",59.018,35.6558,"Auckland","NEW","New Zealand","36.17S","175.03E"
475000,"01","01","1905",61.6046,37.301,"Auckland","NEW","New Zealand","36.17S","175.03E"
475001,"02","01","1905",64.778,33.134,"Auckland","NEW","New Zealand","36.17S","175.03E"
475002,"03","01","1905",64.1372,33.0944,"Auckland","NEW","New Zealand","36.17S","175.03E"
475003,"04","01","1905",60.9404,33.116,"Auckland","NEW","New Zealand","36.17S","175.03E"
475004,"05","01","1905",58.9136,35.0492,"Auckland","NEW","New Zealand","36.17S","175.03E"
475005,"06","01","1905",54.5288,33.1574,"Auckland","NEW","New Zealand","36.17S","175.03E"
475006,"07","01","1905",52.2824,33.2546,"Auckland","NEW","New Zealand","36.17S","175.03E"
475007,"08","01","1905",52.61,33.0512,"Auckland","NEW","New Zealand","36.17S","175.03E"
475008,"09","01","1905",54.2426,33.2654,"Auckland","NEW","New Zealand","36.17S","175.03E"
475009,"10","01","1905",54.9896,33.818,"Auckland","NEW","New Zealand","36.17S","175.03E"
475010,"11","01","1905",59.126,33.4472,"Auckland","NEW","New Zealand","36.17S","175.03E"
475011,"12","01","1905",61.304,34.1474,"Auckland","NEW","New Zealand","36.17S","175.03E"
475012,"01","01","1906",62.1986,33.7946,"Auckland","NEW","New Zealand","36.17S","175.03E"
475013,"02","01","1906",62.897,34.853,"Auckland","NEW","New Zealand","36.17S","175.03E"
475014,"03","01","1906",62.2706,34.1402,"Auckland","NEW","New Zealand","36.17S","175.03E"
475015,"04","01","1906",59.6426,34.1258,NA,"",NA,"36.17S","175.03E"
475016,"05","01","1906",56.7086,32.9828,"Auckland","NEW","New Zealand","36.17S","175.03E"
475017,"06","01","1906",53.663,33.1286,"Auckland","NEW","New Zealand","36.17S","175.03E"
475018,"07","01","1906",53.5352,33.269,"Auckland","NEW","New Zealand","36.17S","175.03E"
475019,"08","01","1906",52.889,33.7388,"Auckland","NEW","New Zealand","36.17S","175.03E"
475020,"09","01","1906",53.5748,32.783,"Auckland","NEW","New Zealand","36.17S","175.03E"
475021,"10","01","1906",56.399,33.1826,"Auckland","NEW","New Zealand","36.17S","175.03E"
475022,"11","01","1906",58.262,34.4426,"Auckland","NEW","New Zealand","36.17S","175.03E"
475023,"12","01","1906",62.2886,33.2744,"Auckland","NEW","New Zealand","36.17S","175.03E"
475024,"01","01","1907",65.0444,34.6316,"Auckland","NEW","New Zealand","36.17S","175.03E"
475025,"02","01","1907",65.0462,33.7748,"Auckland","NEW","New Zealand","36.17S","175.03E"
475026,"03","01","1907",65.5232,34.0916,"Auckland","NEW","New Zealand","36.17S","175.03E"
475027,"04","01","1907",62.8358,33.809,"Auckland","NEW","New Zealand","36.17S","175.03E"
475028,"05","01","1907",56.795,33.5138,"Auckland","NEW","New Zealand","36.17S","175.03E"
475029,"06","01","1907",53.9258,33.1718,"Auckland","NEW","New Zealand","36.17S","175.03E"
475030,"07","01","1907",52.8746,33.2078,"Auckland","NEW","New Zealand","36.17S","175.03E"
475031,"08","01","1907",53.5262,32.9864,"Auckland","NEW","New Zealand","36.17S","175.03E"
475032,"09","01","1907",54.0806,33.2744,"Auckland","NEW","New Zealand","36.17S","175.03E"
475033,"10","01","1907",56.12,33.0494,"Auckland","NEW","New Zealand","36.17S","175.03E"
475034,"11","01","1907",60.908,34.7198,"Auckland","NEW","New Zealand","36.17S","175.03E"
475035,"12","01","1907",65.138,33.9836,"Auckland","NEW","New Zealand","36.17S","175.03E"
475036,"01","01","1908",65.678,33.404,"Auckland","NEW","New Zealand","36.17S","175.03E"
475037,"02","01","1908",65.7032,33.7082,"Auckland","NEW","New Zealand","36.17S","175.03E"
475038,"03","01","1908",65.0084,33.1052,"Auckland","NEW","New Zealand","36.17S","175.03E"
475039,"04","01","1908",61.0646,33.3284,"Auckland","NEW","New Zealand","36.17S","175.03E"
475040,"05","01","1908",58.4276,33.4976,"Auckland","NEW","New Zealand","36.17S","175.03E"
475041,"06","01","1908",54.5288,33.0476,"Auckland","NEW","New Zealand","36.17S","175.03E"
475042,"07","01","1908",51.827,33.0008,"Auckland","NEW","New Zealand","36.17S","175.03E"
475043,"08","01","1908",52.0196,33.1376,"Auckland","NEW","New Zealand","36.17S","175.03E"
475044,"09","01","1908",54.6044,33.3068,"Auckland","NEW","New Zealand","36.17S","175.03E"
475045,"10","01","1908",55.1534,33.4058,"Auckland","NEW","New Zealand","36.17S","175.03E"
475046,"11","01","1908",59.0054,32.9846,"Auckland","NEW","New Zealand","36.17S","175.03E"
475047,"12","01","1908",60.8666,33.143,"Auckland","NEW","New Zealand","36.17S","175.03E"
475048,"01","01","1909",63.1886,33.8378,"Auckland","NEW","New Zealand","36.17S","175.03E"
475049,"02","01","1909",65.2496,33.917,"Auckland","NEW","New Zealand","36.17S","175.03E"
475050,"03","01","1909",65.3576,33.3428,"Auckland","NEW","New Zealand","36.17S","175.03E"
475051,"04","01","1909",60.7262,33.8018,"Auckland","NEW","New Zealand","36.17S","175.03E"
475052,"05","01","1909",58.874,33.656,"Auckland","NEW","New Zealand","36.17S","175.03E"
475053,"06","01","1909",56.6186,33.4976,"Auckland","NEW","New Zealand","36.17S","175.03E"
475054,"07","01","1909",54.9716,33.8468,"Auckland","NEW","New Zealand","36.17S","175.03E"
475055,"08","01","1909",54.0068,33.2744,"Auckland","NEW","New Zealand","36.17S","175.03E"
475056,"09","01","1909",55.4414,33.2132,"Auckland","NEW","New Zealand","36.17S","175.03E"
475057,"10","01","1909",56.3432,33.4436,"Auckland","NEW","New Zealand","36.17S","175.03E"
475058,"11","01","1909",60.6308,33.62,"Auckland","NEW","New Zealand","36.17S","175.03E"
475059,"12","01","1909",64.3388,34.1492,"Auckland","NEW","New Zealand","36.17S","175.03E"
475060,"01","01","1910",66.9434,33.4562,"Auckland","NEW","New Zealand","36.17S","175.03E"
475061,"02","01","1910",68.585,33.9548,"Auckland","NEW","New Zealand","36.17S","175.03E"
475062,"03","01","1910",66.1334,33.314,"Auckland","NEW","New Zealand","36.17S","175.03E"
475063,"04","01","1910",59.6534,33.0044,NA,"",NA,"36.17S","175.03E"
475064,"05","01","1910",58.487,32.7074,"Auckland","NEW","New Zealand","36.17S","175.03E"
475065,"06","01","1910",55.6394,33.2402,"Auckland","NEW","New Zealand","36.17S","175.03E"
475066,"07","01","1910",53.546,33.278,"Auckland","NEW","New Zealand","36.17S","175.03E"
475067,"08","01","1910",54.0068,32.6822,"Auckland","NEW","New Zealand","36.17S","175.03E"
475068,"09","01","1910",54.7772,32.7272,"Auckland","NEW","New Zealand","36.17S","175.03E"
475069,"10","01","1910",57.4646,33.2726,"Auckland","NEW","New Zealand","36.17S","175.03E"
475070,"11","01","1910",60.7172,33.0872,"Auckland","NEW","New Zealand","36.17S","175.03E"
475071,"12","01","1910",62.1086,33.0458,"Auckland","NEW","New Zealand","36.17S","175.03E"
475072,"01","01","1911",64.0544,33.6776,"Auckland","NEW","New Zealand","36.17S","175.03E"
475073,"02","01","1911",64.4558,33.3482,"Auckland","NEW","New Zealand","36.17S","175.03E"
475074,"03","01","1911",65.9552,33.2204,"Auckland","NEW","New Zealand","36.17S","175.03E"
475075,"04","01","1911",64.6502,34.1438,"Auckland","NEW","New Zealand","36.17S","175.03E"
475076,"05","01","1911",58.5716,33.1034,"Auckland","NEW","New Zealand","36.17S","175.03E"
475077,"06","01","1911",54.8042,33.4058,"Auckland","NEW","New Zealand","36.17S","175.03E"
475078,"07","01","1911",53.0888,33.2258,"Auckland","NEW","New Zealand","36.17S","175.03E"
475079,"08","01","1911",53.5748,32.954,"Auckland","NEW","New Zealand","36.17S","175.03E"
475080,"09","01","1911",54.536,33.1934,"Auckland","NEW","New Zealand","36.17S","175.03E"
475081,"10","01","1911",55.463,33.116,"Auckland","NEW","New Zealand","36.17S","175.03E"
475082,"11","01","1911",58.6562,34.178,"Auckland","NEW","New Zealand","36.17S","175.03E"
475083,"12","01","1911",60.1016,35.5568,"Auckland","NEW","New Zealand","36.17S","175.03E"
475084,"01","01","1912",63.2624,34.7324,"Auckland","NEW","New Zealand","36.17S","175.03E"
475085,"02","01","1912",63.8708,33.2654,"Auckland","NEW","New Zealand","36.17S","175.03E"
475086,"03","01","1912",62.5748,35.168,"Auckland","NEW","New Zealand","36.17S","175.03E"
475087,"04","01","1912",60.7388,33.1016,"Auckland","NEW","New Zealand","36.17S","175.03E"
475088,"05","01","1912",55.8914,33.0224,"Auckland","NEW","New Zealand","36.17S","175.03E"
475089,"06","01","1912",54.1814,33.0692,"Auckland","NEW","New Zealand","36.17S","175.03E"
475090,"07","01","1912",52.4516,33.2042,"Auckland","NEW","New Zealand","36.17S","175.03E"
475091,"08","01","1912",51.5984,32.8442,"Auckland","NEW","New Zealand","36.17S","175.03E"
475092,"09","01","1912",55.292,33.0476,"Auckland","NEW","New Zealand","36.17S","175.03E"
475093,"10","01","1912",56.1452,33.3158,"Auckland","NEW","New Zealand","36.17S","175.03E"
475094,"11","01","1912",58.7192,33.6686,"Auckland","NEW","New Zealand","36.17S","175.03E"
475095,"12","01","1912",61.8908,34.25,"Auckland","NEW","New Zealand","36.17S","175.03E"
475096,"01","01","1913",65.552,33.4436,"Auckland","NEW","New Zealand","36.17S","175.03E"
475097,"02","01","1913",65.8364,33.584,"Auckland","NEW","New Zealand","36.17S","175.03E"
475098,"03","01","1913",66.1532,33.557,"Auckland","NEW","New Zealand","36.17S","175.03E"
475099,"04","01","1913",59.7722,34.034,"Auckland","NEW","New Zealand","36.17S","175.03E"
475100,"05","01","1913",54.5828,33.7478,"Auckland","NEW","New Zealand","36.17S","175.03E"
475101,"06","01","1913",53.303,33.395,"Auckland","NEW","New Zealand","36.17S","175.03E"
475102,"07","01","1913",53.9636,32.9486,"Auckland","NEW","New Zealand","36.17S","175.03E"
475103,"08","01","1913",54.2174,34.385,"Auckland","NEW","New Zealand","36.17S","175.03E"
475104,"09","01","1913",55.2308,33.9296,"Auckland","NEW","New Zealand","36.17S","175.03E"
475105,"10","01","1913",57.3134,33.8234,"Auckland","NEW","New Zealand","36.17S","175.03E"
475106,"11","01","1913",59.5616,34.4696,"Auckland","NEW","New Zealand","36.17S","175.03E"
475107,"12","01","1913",60.143,33.602,"Auckland","NEW","New Zealand","36.17S","175.03E"
475108,"01","01","1914",67.3142,34.0736,"Auckland","NEW","New Zealand","36.17S","175.03E"
475109,"02","01","1914",66.362,33.7046,"Auckland","NEW","New Zealand","36.17S","175.03E"
475110,"03","01","1914",65.336,33.4094,"Auckland","NEW","New Zealand","36.17S","175.03E"
475111,"04","01","1914",61.6064,33.5624,"Auckland","NEW","New Zealand","36.17S","175.03E"
475112,"05","01","1914",56.3342,33.5912,"Auckland","NEW","New Zealand","36.17S","175.03E"
475113,"06","01","1914",53.6648,33.5246,"Auckland","NEW","New Zealand","36.17S","175.03E"
475114,"07","01","1914",52.5218,33.3788,"Auckland","NEW","New Zealand","36.17S","175.03E"
475115,"08","01","1914",52.4732,33.4094,"Auckland","NEW","New Zealand","36.17S","175.03E"
475116,"09","01","1914",54.2714,33.2456,NA,"",NA,"36.17S","175.03E"
475117,"10","01","1914",55.9814,33.6956,"Auckland","NEW","New Zealand","36.17S","175.03E"
475118,"11","01","1914",58.6814,33.4364,"Auckland","NEW","New Zealand","36.17S","175.03E"
475119,"12","01","1914",60.656,33.5588,"Auckland","NEW","New Zealand","36.17S","175.03E"
475120,"01","01","1915",66.2378,33.7172,"Auckland","NEW","New Zealand","36.17S","175.03E"
475121,"02","01","1915",66.0956,34.3868,"Auckland","NEW","New Zealand","36.17S","175.03E"
475122,"03","01","1915",63.0266,33.8162,"Auckland","NEW","New Zealand","36.17S","175.03E"
475123,"04","01","1915",60.0746,33.413,"Auckland","NEW","New Zealand","36.17S","175.03E"
475124,"05","01","1915",57.1388,33.3464,"Auckland","NEW","New Zealand","36.17S","175.03E"
475125,"06","01","1915",55.0544,32.9864,"Auckland","NEW","New Zealand","36.17S","175.03E"
475126,"07","01","1915",54.3488,33.5786,"Auckland","NEW","New Zealand","36.17S","175.03E"
475127,"08","01","1915",53.5208,33.5066,"Auckland","NEW","New Zealand","36.17S","175.03E"
475128,"09","01","1915",57.245,32.9108,"Auckland","NEW","New Zealand","36.17S","175.03E"
475129,"10","01","1915",58.2512,32.873,"Auckland","NEW","New Zealand","36.17S","175.03E"
475130,"11","01","1915",59.423,33.3698,"Auckland","NEW","New Zealand","36.17S","175.03E"
475131,"12","01","1915",62.546,33.9296,"Auckland","NEW","New Zealand","36.17S","175.03E"
475132,"01","01","1916",64.7762,34.6856,"Auckland","NEW","New Zealand","36.17S","175.03E"
475133,"02","01","1916",68.5256,34.691,"Auckland","NEW","New Zealand","36.17S","175.03E"
475134,"03","01","1916",67.4726,33.9998,"Auckland","NEW","New Zealand","36.17S","175.03E"
475135,"04","01","1916",61.8908,33.9764,"Auckland","NEW","New Zealand","36.17S","175.03E"
475136,"05","01","1916",59.1242,32.9864,NA,"",NA,"36.17S","175.03E"
475137,"06","01","1916",56.8688,34.8368,"Auckland","NEW","New Zealand","36.17S","175.03E"
475138,"07","01","1916",54.6044,33.2204,"Auckland","NEW","New Zealand","36.17S","175.03E"
475139,"08","01","1916",53.573,33.4634,"Auckland","NEW","New Zealand","36.17S","175.03E"
475140,"09","01","1916",55.1966,33.3032,"Auckland","NEW","New Zealand","36.17S","175.03E"
475141,"10","01","1916",56.9642,33.4832,"Auckland","NEW","New Zealand","36.17S","175.03E"
475142,"11","01","1916",60.4796,33.3158,"Auckland","NEW","New Zealand","36.17S","175.03E"
475143,"12","01","1916",64.1282,33.3194,"Auckland","NEW","New Zealand","36.17S","175.03E"
475144,"01","01","1917",65.7878,32.837,"Auckland","NEW","New Zealand","36.17S","175.03E"
475145,"02","01","1917",65.0264,34.4282,"Auckland","NEW","New Zealand","36.17S","175.03E"
475146,"03","01","1917",63.644,33.3734,"Auckland","NEW","New Zealand","36.17S","175.03E"
475147,"04","01","1917",62.3282,34.0052,"Auckland","NEW","New Zealand","36.17S","175.03E"
475148,"05","01","1917",58.7714,33.6146,"Auckland","NEW","New Zealand","36.17S","175.03E"
475149,"06","01","1917",55.3046,34.3742,"Auckland","NEW","New Zealand","36.17S","175.03E"
475150,"07","01","1917",54.716,33.737,"Auckland","NEW","New Zealand","36.17S","175.03E"
475151,"08","01","1917",53.069,33.062,"Auckland","NEW","New Zealand","36.17S","175.03E"
475152,"09","01","1917",55.319,33.8036,"Auckland","NEW","New Zealand","36.17S","175.03E"
475153,"10","01","1917",57.6356,33.1448,"Auckland","NEW","New Zealand","36.17S","175.03E"
475154,"11","01","1917",59.963,34.6424,"Auckland","NEW","New Zealand","36.17S","175.03E"
475155,"12","01","1917",61.9538,33.3752,"Auckland","NEW","New Zealand","36.17S","175.03E"
475156,"01","01","1918",65.2154,33.557,"Auckland","NEW","New Zealand","36.17S","175.03E"
475157,"02","01","1918",66.254,34.1276,"Auckland","NEW","New Zealand","36.17S","175.03E"
475158,"03","01","1918",64.2704,34.4804,"Auckland","NEW","New Zealand","36.17S","175.03E"
475159,"04","01","1918",62.114,34.1258,"Auckland","NEW","New Zealand","36.17S","175.03E"
475160,"05","01","1918",57.8534,33.1682,"Auckland","NEW","New Zealand","36.17S","175.03E"
475161,"06","01","1918",55.2452,33.1664,"Auckland","NEW","New Zealand","36.17S","175.03E"
475162,"07","01","1918",51.17,33.3482,"Auckland","NEW","New Zealand","36.17S","175.03E"
475163,"08","01","1918",52.6244,33.0692,"Auckland","NEW","New Zealand","36.17S","175.03E"
475164,"09","01","1918",53.9996,33.6812,"Auckland","NEW","New Zealand","36.17S","175.03E"
475165,"10","01","1918",56.741,32.9972,"Auckland","NEW","New Zealand","36.17S","175.03E"
475166,"11","01","1918",58.6148,32.9918,"Auckland","NEW","New Zealand","36.17S","175.03E"
475167,"12","01","1918",59.6354,33.0692,"Auckland","NEW","New Zealand","36.17S","175.03E"
475168,"01","01","1919",63.14,34.8548,"Auckland","NEW","New Zealand","36.17S","175.03E"
475169,"02","01","1919",66.947,33.1196,"Auckland","NEW","New Zealand","36.17S","175.03E"
475170,"03","01","1919",63.8798,33.287,"Auckland","NEW","New Zealand","36.17S","175.03E"
475171,"04","01","1919",59.6102,33.1394,"Auckland","NEW","New Zealand","36.17S","175.03E"
475172,"05","01","1919",56.606,33.161,"Auckland","NEW","New Zealand","36.17S","175.03E"
475173,"06","01","1919",54.1994,32.7542,"Auckland","NEW","New Zealand","36.17S","175.03E"
475174,"07","01","1919",53.1158,33.1538,"Auckland","NEW","New Zealand","36.17S","175.03E"
475175,"08","01","1919",52.538,34.4498,"Auckland","NEW","New Zealand","36.17S","175.03E"
475176,"09","01","1919",53.2274,32.9918,"Auckland","NEW","New Zealand","36.17S","175.03E"
475177,"10","01","1919",55.9724,33.4022,"Auckland","NEW","New Zealand","36.17S","175.03E"
475178,"11","01","1919",57.083,32.9018,"Auckland","NEW","New Zealand","36.17S","175.03E"
475179,"12","01","1919",60.3878,32.9684,"Auckland","NEW","New Zealand","36.17S","175.03E"
475180,"01","01","1920",63.2318,33.7802,"Auckland","NEW","New Zealand","36.17S","175.03E"
475181,"02","01","1920",66.272,33.0926,"Auckland","NEW","New Zealand","36.17S","175.03E"
475182,"03","01","1920",64.508,33.2006,"Auckland","NEW","New Zealand","36.17S","175.03E"
475183,"04","01","1920",60.827,33.4436,"Auckland","NEW","New Zealand","36.17S","175.03E"
475184,"05","01","1920",55.8734,32.6822,"Auckland","NEW","New Zealand","36.17S","175.03E"
475185,"06","01","1920",55.0364,32.873,"Auckland","NEW","New Zealand","36.17S","175.03E"
475186,"07","01","1920",52.754,33.3986,"Auckland","NEW","New Zealand","36.17S","175.03E"
475187,"08","01","1920",52.394,33.3392,"Auckland","NEW","New Zealand","36.17S","175.03E"
475188,"09","01","1920",54.077,33.2798,"Auckland","NEW","New Zealand","36.17S","175.03E"
475189,"10","01","1920",56.759,33.179,"Auckland","NEW","New Zealand","36.17S","175.03E"
475190,"11","01","1920",59.144,33.413,"Auckland","NEW","New Zealand","36.17S","175.03E"
475191,"12","01","1920",62.798,35.2004,"Auckland","NEW","New Zealand","36.17S","175.03E"
475192,"01","01","1921",64.4954,33.3284,"Auckland","NEW","New Zealand","36.17S","175.03E"
475193,"02","01","1921",65.2766,33.476,"Auckland","NEW","New Zealand","36.17S","175.03E"
475194,"03","01","1921",64.6358,33.3536,"Auckland","NEW","New Zealand","36.17S","175.03E"
475195,"04","01","1921",59.6498,32.9846,"Auckland","NEW","New Zealand","36.17S","175.03E"
475196,"05","01","1921",58.073,32.8208,"Auckland","NEW","New Zealand","36.17S","175.03E"
475197,"06","01","1921",56.363,32.729,"Auckland","NEW","New Zealand","36.17S","175.03E"
475198,"07","01","1921",53.5928,33.2042,"Auckland","NEW","New Zealand","36.17S","175.03E"
475199,"08","01","1921",53.7188,32.8478,"Auckland","NEW","New Zealand","36.17S","175.03E"
475200,"09","01","1921",55.5584,33.0098,"Auckland","NEW","New Zealand","36.17S","175.03E"
475201,"10","01","1921",57.5852,33.0422,"Auckland","NEW","New Zealand","36.17S","175.03E"
475202,"11","01","1921",58.7534,32.9252,"Auckland","NEW","New Zealand","36.17S","175.03E"
475203,"12","01","1921",62.2544,33.35,"Auckland","NEW","New Zealand","36.17S","175.03E"
475204,"01","01","1922",66.137,33.3266,"Auckland","NEW","New Zealand","36.17S","175.03E"
475205,"02","01","1922",66.4178,33.0512,"Auckland","NEW","New Zealand","36.17S","175.03E"
475206,"03","01","1922",64.5926,32.8082,"Auckland","NEW","New Zealand","36.17S","175.03E"
475207,"04","01","1922",61.1402,33.6218,"Auckland","NEW","New Zealand","36.17S","175.03E"
475208,"05","01","1922",58.3124,32.9738,"Auckland","NEW","New Zealand","36.17S","175.03E"
475209,"06","01","1922",53.6324,32.9432,"Auckland","NEW","New Zealand","36.17S","175.03E"
475210,"07","01","1922",52.898,32.9576,"Auckland","NEW","New Zealand","36.17S","175.03E"
475211,"08","01","1922",53.906,32.7974,"Auckland","NEW","New Zealand","36.17S","175.03E"
475212,"09","01","1922",54.3056,33.4904,"Auckland","NEW","New Zealand","36.17S","175.03E"
475213,"10","01","1922",57.9992,33.2492,"Auckland","NEW","New Zealand","36.17S","175.03E"
475214,"11","01","1922",59.6732,33.215,"Auckland","NEW","New Zealand","36.17S","175.03E"
475215,"12","01","1922",62.7404,32.9126,"Auckland","NEW","New Zealand","36.17S","175.03E"
475216,"01","01","1923",64.7276,33.2978,"Auckland","NEW","New Zealand","36.17S","175.03E"
475217,"02","01","1923",64.3622,33.7244,"Auckland","NEW","New Zealand","36.17S","175.03E"
475218,"03","01","1923",62.915,33.5768,"Auckland","NEW","New Zealand","36.17S","175.03E"
475219,"04","01","1923",58.9208,33.8378,"Auckland","NEW","New Zealand","36.17S","175.03E"
475220,"05","01","1923",58.5068,33.5264,"Auckland","NEW","New Zealand","36.17S","175.03E"
475221,"06","01","1923",54.7916,33.1934,"Auckland","NEW","New Zealand","36.17S","175.03E"
475222,"07","01","1923",52.2626,33.0476,"Auckland","NEW","New Zealand","36.17S","175.03E"
475223,"08","01","1923",51.6668,32.9846,"Auckland","NEW","New Zealand","36.17S","175.03E"
475224,"09","01","1923",54.6944,33.3194,"Auckland","NEW","New Zealand","36.17S","175.03E"
475225,"10","01","1923",56.6528,33.2114,"Auckland","NEW","New Zealand","36.17S","175.03E"
475226,"11","01","1923",60.4274,33.7946,"Auckland","NEW","New Zealand","36.17S","175.03E"
475227,"12","01","1923",64.1516,34.3922,"Auckland","NEW","New Zealand","36.17S","175.03E"
475228,"01","01","1924",66.227,33.1376,"Auckland","NEW","New Zealand","36.17S","175.03E"
475229,"02","01","1924",67.4492,34.0034,"Auckland","NEW","New Zealand","36.17S","175.03E"
475230,"03","01","1924",66.8372,33.611,"Auckland","NEW","New Zealand","36.17S","175.03E"
475231,"04","01","1924",64.8824,34.0898,"Auckland","NEW","New Zealand","36.17S","175.03E"
475232,"05","01","1924",58.2368,33.71,"Auckland","NEW","New Zealand","36.17S","175.03E"
475233,"06","01","1924",54.9698,33.0422,"Auckland","NEW","New Zealand","36.17S","175.03E"
475234,"07","01","1924",52.7576,32.8604,"Auckland","NEW","New Zealand","36.17S","175.03E"
475235,"08","01","1924",53.3768,32.9198,"Auckland","NEW","New Zealand","36.17S","175.03E"
475236,"09","01","1924",55.7132,33.3302,"Auckland","NEW","New Zealand","36.17S","175.03E"
475237,"10","01","1924",57.3116,33.0188,"Auckland","NEW","New Zealand","36.17S","175.03E"
475238,"11","01","1924",60.2546,33.296,"Auckland","NEW","New Zealand","36.17S","175.03E"
475239,"12","01","1924",61.0826,33.287,"Auckland","NEW","New Zealand","36.17S","175.03E"
475240,"01","01","1925",64.9364,33.953,"Auckland","NEW","New Zealand","36.17S","175.03E"
475241,"02","01","1925",65.2892,33.08,"Auckland","NEW","New Zealand","36.17S","175.03E"
475242,"03","01","1925",63.3218,33.9134,"Auckland","NEW","New Zealand","36.17S","175.03E"
475243,"04","01","1925",60.3086,33.4292,"Auckland","NEW","New Zealand","36.17S","175.03E"
